GeneIdOld,GeneIdOldShort,GeneIdNew
p3_t237631_Ust_maydi_v2GB@UMAG_00049@238,UMAG_00049,Usma_0056
p3_t237631_Ust_maydi_v2GB@UMAG_00050@594,UMAG_00050,Usma_0057
p3_t237631_Ust_maydi_v2GB@UMAG_10012@119,UMAG_10012,Usma_0058
p3_t237631_Ust_maydi_v2GB@UMAG_10013@337,UMAG_10013,Usma_0059
p3_t237631_Ust_maydi_v2GB@UMAG_00052@451,UMAG_00052,Usma_0060
p3_t237631_Ust_maydi_v2GB@UMAG_00053@490,UMAG_00053,Usma_0061
p3_t237631_Ust_maydi_v2GB@UMAG_00054@423,UMAG_00054,Usma_0062
p3_t237631_Ust_maydi_v2GB@UMAG_00055@104,UMAG_00055,Usma_0063
p3_t237631_Ust_maydi_v2GB@UMAG_00056@149,UMAG_00056,Usma_0064
p3_t237631_Ust_maydi_v2GB@UMAG_00057@472,UMAG_00057,Usma_0065
p3_t237631_Ust_maydi_v2GB@UMAG_00058@724,UMAG_00058,Usma_0066
p3_t237631_Ust_maydi_v2GB@UMAG_00059@636,UMAG_00059,Usma_0067
p3_t237631_Ust_maydi_v2GB@UMAG_00060@469,UMAG_00060,Usma_0068
p3_t237631_Ust_maydi_v2GB@UMAG_00061@776,UMAG_00061,Usma_0069
p3_t237631_Ust_maydi_v2GB@UMAG_00062@615,UMAG_00062,Usma_0070
p3_t237631_Ust_maydi_v2GB@UMAG_00063@256,UMAG_00063,Usma_0071
p3_t237631_Ust_maydi_v2GB@UMAG_00064@46,UMAG_00064,Usma_0072
p3_t237631_Ust_maydi_v2GB@UMAG_10014@732,UMAG_10014,Usma_0073
p3_t237631_Ust_maydi_v2GB@UMAG_10015@399,UMAG_10015,Usma_0074
p3_t237631_Ust_maydi_v2GB@UMAG_00067@653,UMAG_00067,Usma_0075
p3_t237631_Ust_maydi_v2GB@UMAG_00068@424,UMAG_00068,Usma_0076
p3_t237631_Ust_maydi_v2GB@UMAG_10016@43,UMAG_10016,Usma_0077
p3_t237631_Ust_maydi_v2GB@UMAG_10017@32,UMAG_10017,Usma_0078
p3_t237631_Ust_maydi_v2GB@UMAG_00071@258,UMAG_00071,Usma_0079
p3_t237631_Ust_maydi_v2GB@UMAG_00072@452,UMAG_00072,Usma_0080
p3_t237631_Ust_maydi_v2GB@UMAG_10018@15,UMAG_10018,Usma_0081
p3_t237631_Ust_maydi_v2GB@UMAG_12085@218,UMAG_12085,Usma_0082
p3_t237631_Ust_maydi_v2GB@UMAG_00074@208,UMAG_00074,Usma_0083
p3_t237631_Ust_maydi_v2GB@UMAG_10019@862,UMAG_10019,Usma_0084
p3_t237631_Ust_maydi_v2GB@UMAG_00076@456,UMAG_00076,Usma_0085
p3_t237631_Ust_maydi_v2GB@UMAG_00077@565,UMAG_00077,Usma_0086
p3_t237631_Ust_maydi_v2GB@UMAG_00078@341,UMAG_00078,Usma_0087
p3_t237631_Ust_maydi_v2GB@UMAG_00079@602,UMAG_00079,Usma_0088
p3_t237631_Ust_maydi_v2GB@UMAG_00080@816,UMAG_00080,Usma_0089
p3_t237631_Ust_maydi_v2GB@UMAG_00081@128,UMAG_00081,Usma_0090
p3_t237631_Ust_maydi_v2GB@UMAG_00082@5,UMAG_00082,Usma_0091
p3_t237631_Ust_maydi_v2GB@UMAG_00083@569,UMAG_00083,Usma_0092
p3_t237631_Ust_maydi_v2GB@UMAG_00084@558,UMAG_00084,Usma_0093
p3_t237631_Ust_maydi_v2GB@UMAG_00085@298,UMAG_00085,Usma_0094
p3_t237631_Ust_maydi_v2GB@UMAG_12086@810,UMAG_12086,Usma_0095
p3_t237631_Ust_maydi_v2GB@UMAG_00087@252,UMAG_00087,Usma_0096
p3_t237631_Ust_maydi_v2GB@UMAG_10020@312,UMAG_10020,Usma_0097
p3_t237631_Ust_maydi_v2GB@UMAG_00089@551,UMAG_00089,Usma_0098
p3_t237631_Ust_maydi_v2GB@UMAG_00090@655,UMAG_00090,Usma_0099
p3_t237631_Ust_maydi_v2GB@UMAG_00091@737,UMAG_00091,Usma_0100
p3_t237631_Ust_maydi_v2GB@UMAG_00092@824,UMAG_00092,Usma_0101
p3_t237631_Ust_maydi_v2GB@UMAG_10021@487,UMAG_10021,Usma_0102
p3_t237631_Ust_maydi_v2GB@UMAG_00094@740,UMAG_00094,Usma_0103
p3_t237631_Ust_maydi_v2GB@UMAG_00095@518,UMAG_00095,Usma_0104
p3_t237631_Ust_maydi_v2GB@UMAG_00096@131,UMAG_00096,Usma_0105
p3_t237631_Ust_maydi_v2GB@UMAG_00097@891,UMAG_00097,Usma_0106
p3_t237631_Ust_maydi_v2GB@UMAG_00098@780,UMAG_00098,Usma_0107
p3_t237631_Ust_maydi_v2GB@UMAG_00099@115,UMAG_00099,Usma_0108
p3_t237631_Ust_maydi_v2GB@UMAG_10022@765,UMAG_10022,Usma_0109
p3_t237631_Ust_maydi_v2GB@UMAG_00101@499,UMAG_00101,Usma_0110
p3_t237631_Ust_maydi_v2GB@UMAG_00102@805,UMAG_00102,Usma_0111
p3_t237631_Ust_maydi_v2GB@UMAG_00103@637,UMAG_00103,Usma_0112
p3_t237631_Ust_maydi_v2GB@UMAG_00104@763,UMAG_00104,Usma_0113
p3_t237631_Ust_maydi_v2GB@UMAG_00105@749,UMAG_00105,Usma_0114
p3_t237631_Ust_maydi_v2GB@UMAG_10023@675,UMAG_10023,Usma_0115
p3_t237631_Ust_maydi_v2GB@UMAG_10024@806,UMAG_10024,Usma_0116
p3_t237631_Ust_maydi_v2GB@UMAG_00108@510,UMAG_00108,Usma_0117
p3_t237631_Ust_maydi_v2GB@UMAG_00109@412,UMAG_00109,Usma_0118
p3_t237631_Ust_maydi_v2GB@UMAG_10025@755,UMAG_10025,Usma_0119
p3_t237631_Ust_maydi_v2GB@UMAG_00111@468,UMAG_00111,Usma_0120
p3_t237631_Ust_maydi_v2GB@UMAG_10027@278,UMAG_10027,Usma_0121
p3_t237631_Ust_maydi_v2GB@UMAG_00113@828,UMAG_00113,Usma_0122
p3_t237631_Ust_maydi_v2GB@UMAG_00114@227,UMAG_00114,Usma_0123
p3_t237631_Ust_maydi_v2GB@UMAG_00115@782,UMAG_00115,Usma_0124
p3_t237631_Ust_maydi_v2GB@UMAG_00116@314,UMAG_00116,Usma_0125
p3_t237631_Ust_maydi_v2GB@UMAG_00117@324,UMAG_00117,Usma_0126
p3_t237631_Ust_maydi_v2GB@UMAG_00118@81,UMAG_00118,Usma_0127
p3_t237631_Ust_maydi_v2GB@UMAG_00119@14,UMAG_00119,Usma_0128
p3_t237631_Ust_maydi_v2GB@UMAG_00120@382,UMAG_00120,Usma_0129
p3_t237631_Ust_maydi_v2GB@UMAG_10028@139,UMAG_10028,Usma_0130
p3_t237631_Ust_maydi_v2GB@UMAG_00122@64,UMAG_00122,Usma_0131
p3_t237631_Ust_maydi_v2GB@UMAG_00123@262,UMAG_00123,Usma_0132
p3_t237631_Ust_maydi_v2GB@UMAG_00124@221,UMAG_00124,Usma_0133
p3_t237631_Ust_maydi_v2GB@UMAG_00125@882,UMAG_00125,Usma_0134
p3_t237631_Ust_maydi_v2GB@UMAG_00126@344,UMAG_00126,Usma_0135
p3_t237631_Ust_maydi_v2GB@UMAG_00127@618,UMAG_00127,Usma_0136
p3_t237631_Ust_maydi_v2GB@UMAG_10029@667,UMAG_10029,Usma_0137
p3_t237631_Ust_maydi_v2GB@UMAG_12082@879,UMAG_12082,Usma_0138
p3_t237631_Ust_maydi_v2GB@UMAG_10030@362,UMAG_10030,Usma_0139
p3_t237631_Ust_maydi_v2GB@UMAG_00130@99,UMAG_00130,Usma_0140
p3_t237631_Ust_maydi_v2GB@UMAG_00131@329,UMAG_00131,Usma_0141
p3_t237631_Ust_maydi_v2GB@UMAG_00132@720,UMAG_00132,Usma_0142
p3_t237631_Ust_maydi_v2GB@UMAG_00133@736,UMAG_00133,Usma_0143
p3_t237631_Ust_maydi_v2GB@UMAG_10031@801,UMAG_10031,Usma_0144
p3_t237631_Ust_maydi_v2GB@UMAG_10032@232,UMAG_10032,Usma_0145
p3_t237631_Ust_maydi_v2GB@UMAG_00136@310,UMAG_00136,Usma_0146
p3_t237631_Ust_maydi_v2GB@UMAG_00137@488,UMAG_00137,Usma_0147
p3_t237631_Ust_maydi_v2GB@UMAG_00138@471,UMAG_00138,Usma_0148
p3_t237631_Ust_maydi_v2GB@UMAG_10033@361,UMAG_10033,Usma_0149
p3_t237631_Ust_maydi_v2GB@UMAG_00140@151,UMAG_00140,Usma_0150
p3_t237631_Ust_maydi_v2GB@UMAG_00141@200,UMAG_00141,Usma_0151
p3_t237631_Ust_maydi_v2GB@UMAG_10034@857,UMAG_10034,Usma_0152
p3_t237631_Ust_maydi_v2GB@UMAG_10035@844,UMAG_10035,Usma_0153
p3_t237631_Ust_maydi_v2GB@UMAG_00144@633,UMAG_00144,Usma_0154
p3_t237631_Ust_maydi_v2GB@UMAG_00145T0@409,UMAG_00145T0,Usma_0155
p3_t237631_Ust_maydi_v2GB@UMAG_00145T1@515,UMAG_00145T1,Usma_0156
p3_t237631_Ust_maydi_v2GB@UMAG_00146@383,UMAG_00146,Usma_0157
p3_t237631_Ust_maydi_v2GB@UMAG_10036@449,UMAG_10036,Usma_0158
p3_t237631_Ust_maydi_v2GB@UMAG_10037@646,UMAG_10037,Usma_0159
p3_t237631_Ust_maydi_v2GB@UMAG_00148@367,UMAG_00148,Usma_0160
p3_t237631_Ust_maydi_v2GB@UMAG_00149@147,UMAG_00149,Usma_0161
p3_t237631_Ust_maydi_v2GB@UMAG_10038@404,UMAG_10038,Usma_0162
p3_t237631_Ust_maydi_v2GB@UMAG_10039@213,UMAG_10039,Usma_0163
p3_t237631_Ust_maydi_v2GB@UMAG_00152@688,UMAG_00152,Usma_0164
p3_t237631_Ust_maydi_v2GB@UMAG_00153@120,UMAG_00153,Usma_0165
p3_t237631_Ust_maydi_v2GB@UMAG_00154@723,UMAG_00154,Usma_0166
p3_t237631_Ust_maydi_v2GB@UMAG_10040@141,UMAG_10040,Usma_0167
p3_t237631_Ust_maydi_v2GB@UMAG_00156@500,UMAG_00156,Usma_0168
p3_t237631_Ust_maydi_v2GB@UMAG_00157@794,UMAG_00157,Usma_0169
p3_t237631_Ust_maydi_v2GB@UMAG_12090@164,UMAG_12090,Usma_0170
p3_t237631_Ust_maydi_v2GB@UMAG_00159@643,UMAG_00159,Usma_0171
p3_t237631_Ust_maydi_v2GB@UMAG_00160@524,UMAG_00160,Usma_0172
p3_t237631_Ust_maydi_v2GB@UMAG_00161@183,UMAG_00161,Usma_0173
p3_t237631_Ust_maydi_v2GB@UMAG_10041@165,UMAG_10041,Usma_0174
p3_t237631_Ust_maydi_v2GB@UMAG_00163@662,UMAG_00163,Usma_0175
p3_t237631_Ust_maydi_v2GB@UMAG_00164@674,UMAG_00164,Usma_0176
p3_t237631_Ust_maydi_v2GB@UMAG_10042@279,UMAG_10042,Usma_0177
p3_t237631_Ust_maydi_v2GB@UMAG_00166@4,UMAG_00166,Usma_0178
p3_t237631_Ust_maydi_v2GB@UMAG_00167@632,UMAG_00167,Usma_0179
p3_t237631_Ust_maydi_v2GB@UMAG_00168@475,UMAG_00168,Usma_0180
p3_t237631_Ust_maydi_v2GB@UMAG_00169@757,UMAG_00169,Usma_0181
p3_t237631_Ust_maydi_v2GB@UMAG_10043@364,UMAG_10043,Usma_0182
p3_t237631_Ust_maydi_v2GB@UMAG_10044@126,UMAG_10044,Usma_0183
p3_t237631_Ust_maydi_v2GB@UMAG_10045@118,UMAG_10045,Usma_0184
p3_t237631_Ust_maydi_v2GB@UMAG_00171@513,UMAG_00171,Usma_0185
p3_t237631_Ust_maydi_v2GB@UMAG_00172@609,UMAG_00172,Usma_0186
p3_t237631_Ust_maydi_v2GB@UMAG_10046@253,UMAG_10046,Usma_0187
p3_t237631_Ust_maydi_v2GB@UMAG_12091@656,UMAG_12091,Usma_0188
p3_t237631_Ust_maydi_v2GB@UMAG_00174@818,UMAG_00174,Usma_0189
p3_t237631_Ust_maydi_v2GB@UMAG_00175@441,UMAG_00175,Usma_0190
p3_t237631_Ust_maydi_v2GB@UMAG_00176@255,UMAG_00176,Usma_0191
p3_t237631_Ust_maydi_v2GB@UMAG_00177@117,UMAG_00177,Usma_0192
p3_t237631_Ust_maydi_v2GB@UMAG_10047@537,UMAG_10047,Usma_0193
p3_t237631_Ust_maydi_v2GB@UMAG_00179@605,UMAG_00179,Usma_0194
p3_t237631_Ust_maydi_v2GB@UMAG_00180@195,UMAG_00180,Usma_0195
p3_t237631_Ust_maydi_v2GB@UMAG_00181@856,UMAG_00181,Usma_0196
p3_t237631_Ust_maydi_v2GB@UMAG_00182@779,UMAG_00182,Usma_0197
p3_t237631_Ust_maydi_v2GB@UMAG_00183@228,UMAG_00183,Usma_0198
p3_t237631_Ust_maydi_v2GB@UMAG_00184@495,UMAG_00184,Usma_0199
p3_t237631_Ust_maydi_v2GB@UMAG_10048@851,UMAG_10048,Usma_0200
p3_t237631_Ust_maydi_v2GB@UMAG_10049@492,UMAG_10049,Usma_0201
p3_t237631_Ust_maydi_v2GB@UMAG_00187@700,UMAG_00187,Usma_0202
p3_t237631_Ust_maydi_v2GB@UMAG_00188@82,UMAG_00188,Usma_0203
p3_t237631_Ust_maydi_v2GB@UMAG_00189@416,UMAG_00189,Usma_0204
p3_t237631_Ust_maydi_v2GB@UMAG_10050@311,UMAG_10050,Usma_0205
p3_t237631_Ust_maydi_v2GB@UMAG_00191@571,UMAG_00191,Usma_0206
p3_t237631_Ust_maydi_v2GB@UMAG_00192@398,UMAG_00192,Usma_0207
p3_t237631_Ust_maydi_v2GB@UMAG_00193@639,UMAG_00193,Usma_0208
p3_t237631_Ust_maydi_v2GB@UMAG_00194@37,UMAG_00194,Usma_0209
p3_t237631_Ust_maydi_v2GB@UMAG_00195@477,UMAG_00195,Usma_0210
p3_t237631_Ust_maydi_v2GB@UMAG_00196@94,UMAG_00196,Usma_0211
p3_t237631_Ust_maydi_v2GB@UMAG_00197@808,UMAG_00197,Usma_0212
p3_t237631_Ust_maydi_v2GB@UMAG_10051@694,UMAG_10051,Usma_0213
p3_t237631_Ust_maydi_v2GB@UMAG_00199@504,UMAG_00199,Usma_0214
p3_t237631_Ust_maydi_v2GB@UMAG_10052@562,UMAG_10052,Usma_0215
p3_t237631_Ust_maydi_v2GB@UMAG_10053@317,UMAG_10053,Usma_0216
p3_t237631_Ust_maydi_v2GB@UMAG_00202@731,UMAG_00202,Usma_0217
p3_t237631_Ust_maydi_v2GB@UMAG_00203@539,UMAG_00203,Usma_0218
p3_t237631_Ust_maydi_v2GB@UMAG_00204@725,UMAG_00204,Usma_0219
p3_t237631_Ust_maydi_v2GB@UMAG_00205@209,UMAG_00205,Usma_0220
p3_t237631_Ust_maydi_v2GB@UMAG_00206@446,UMAG_00206,Usma_0221
p3_t237631_Ust_maydi_v2GB@UMAG_00207@781,UMAG_00207,Usma_0222
p3_t237631_Ust_maydi_v2GB@UMAG_00208@610,UMAG_00208,Usma_0223
p3_t237631_Ust_maydi_v2GB@UMAG_00209@2,UMAG_00209,Usma_0224
p3_t237631_Ust_maydi_v2GB@UMAG_00210@17,UMAG_00210,Usma_0225
p3_t237631_Ust_maydi_v2GB@UMAG_10054@746,UMAG_10054,Usma_0226
p3_t237631_Ust_maydi_v2GB@UMAG_12147@257,UMAG_12147,Usma_0227
p3_t237631_Ust_maydi_v2GB@UMAG_00211@23,UMAG_00211,Usma_0228
p3_t237631_Ust_maydi_v2GB@UMAG_00212@13,UMAG_00212,Usma_0229
p3_t237631_Ust_maydi_v2GB@UMAG_00213@405,UMAG_00213,Usma_0230
p3_t237631_Ust_maydi_v2GB@UMAG_11420@135,UMAG_11420,Usma_0231
p3_t237631_Ust_maydi_v2GB@UMAG_11421@557,UMAG_11421,Usma_0232
p3_t237631_Ust_maydi_v2GB@UMAG_00215@590,UMAG_00215,Usma_0233
p3_t237631_Ust_maydi_v2GB@UMAG_00216@111,UMAG_00216,Usma_0234
p3_t237631_Ust_maydi_v2GB@UMAG_11422@790,UMAG_11422,Usma_0235
p3_t237631_Ust_maydi_v2GB@UMAG_00218@623,UMAG_00218,Usma_0236
p3_t237631_Ust_maydi_v2GB@UMAG_00219@270,UMAG_00219,Usma_0237
p3_t237631_Ust_maydi_v2GB@UMAG_11423@349,UMAG_11423,Usma_0238
p3_t237631_Ust_maydi_v2GB@UMAG_00221@532,UMAG_00221,Usma_0239
p3_t237631_Ust_maydi_v2GB@UMAG_00222@606,UMAG_00222,Usma_0240
p3_t237631_Ust_maydi_v2GB@UMAG_00223@761,UMAG_00223,Usma_0241
p3_t237631_Ust_maydi_v2GB@UMAG_00224@177,UMAG_00224,Usma_0242
p3_t237631_Ust_maydi_v2GB@UMAG_00225@174,UMAG_00225,Usma_0243
p3_t237631_Ust_maydi_v2GB@UMAG_00226@888,UMAG_00226,Usma_0244
p3_t237631_Ust_maydi_v2GB@UMAG_00227@87,UMAG_00227,Usma_0245
p3_t237631_Ust_maydi_v2GB@UMAG_00229@712,UMAG_00229,Usma_0246
p3_t237631_Ust_maydi_v2GB@UMAG_00230@649,UMAG_00230,Usma_0247
p3_t237631_Ust_maydi_v2GB@UMAG_11424@170,UMAG_11424,Usma_0248
p3_t237631_Ust_maydi_v2GB@UMAG_11425@825,UMAG_11425,Usma_0249
p3_t237631_Ust_maydi_v2GB@UMAG_11426@50,UMAG_11426,Usma_0250
p3_t237631_Ust_maydi_v2GB@UMAG_00233@48,UMAG_00233,Usma_0251
p3_t237631_Ust_maydi_v2GB@UMAG_11427@541,UMAG_11427,Usma_0252
p3_t237631_Ust_maydi_v2GB@UMAG_00235@68,UMAG_00235,Usma_0253
p3_t237631_Ust_maydi_v2GB@UMAG_00236@854,UMAG_00236,Usma_0254
p3_t237631_Ust_maydi_v2GB@UMAG_11428@719,UMAG_11428,Usma_0255
p3_t237631_Ust_maydi_v2GB@UMAG_00238@168,UMAG_00238,Usma_0256
p3_t237631_Ust_maydi_v2GB@UMAG_00239@881,UMAG_00239,Usma_0257
p3_t237631_Ust_maydi_v2GB@UMAG_11429@798,UMAG_11429,Usma_0258
p3_t237631_Ust_maydi_v2GB@UMAG_00240@586,UMAG_00240,Usma_0259
p3_t237631_Ust_maydi_v2GB@UMAG_00241@370,UMAG_00241,Usma_0260
p3_t237631_Ust_maydi_v2GB@UMAG_00242@463,UMAG_00242,Usma_0261
p3_t237631_Ust_maydi_v2GB@UMAG_10955@391,UMAG_10955,Usma_0262
p3_t237631_Ust_maydi_v2GB@UMAG_00244@768,UMAG_00244,Usma_0263
p3_t237631_Ust_maydi_v2GB@UMAG_00245@152,UMAG_00245,Usma_0264
p3_t237631_Ust_maydi_v2GB@UMAG_10956@600,UMAG_10956,Usma_0265
p3_t237631_Ust_maydi_v2GB@UMAG_00247@107,UMAG_00247,Usma_0266
p3_t237631_Ust_maydi_v2GB@UMAG_10957@321,UMAG_10957,Usma_0267
p3_t237631_Ust_maydi_v2GB@UMAG_10958@430,UMAG_10958,Usma_0268
p3_t237631_Ust_maydi_v2GB@UMAG_00249@819,UMAG_00249,Usma_0269
p3_t237631_Ust_maydi_v2GB@UMAG_00250@538,UMAG_00250,Usma_0270
p3_t237631_Ust_maydi_v2GB@UMAG_00251@70,UMAG_00251,Usma_0271
p3_t237631_Ust_maydi_v2GB@UMAG_10959@442,UMAG_10959,Usma_0272
p3_t237631_Ust_maydi_v2GB@UMAG_10960@239,UMAG_10960,Usma_0273
p3_t237631_Ust_maydi_v2GB@UMAG_00254@508,UMAG_00254,Usma_0274
p3_t237631_Ust_maydi_v2GB@UMAG_00255@440,UMAG_00255,Usma_0275
p3_t237631_Ust_maydi_v2GB@UMAG_00256@582,UMAG_00256,Usma_0276
p3_t237631_Ust_maydi_v2GB@UMAG_12148@371,UMAG_12148,Usma_0277
p3_t237631_Ust_maydi_v2GB@UMAG_00258@400,UMAG_00258,Usma_0278
p3_t237631_Ust_maydi_v2GB@UMAG_00259@395,UMAG_00259,Usma_0279
p3_t237631_Ust_maydi_v2GB@UMAG_10961@274,UMAG_10961,Usma_0280
p3_t237631_Ust_maydi_v2GB@UMAG_10962@601,UMAG_10962,Usma_0281
p3_t237631_Ust_maydi_v2GB@UMAG_00262@566,UMAG_00262,Usma_0282
p3_t237631_Ust_maydi_v2GB@UMAG_00263@282,UMAG_00263,Usma_0283
p3_t237631_Ust_maydi_v2GB@UMAG_10963@276,UMAG_10963,Usma_0284
p3_t237631_Ust_maydi_v2GB@UMAG_00264@722,UMAG_00264,Usma_0285
p3_t237631_Ust_maydi_v2GB@UMAG_00265@872,UMAG_00265,Usma_0286
p3_t237631_Ust_maydi_v2GB@UMAG_00266@764,UMAG_00266,Usma_0287
p3_t237631_Ust_maydi_v2GB@UMAG_10964@161,UMAG_10964,Usma_0288
p3_t237631_Ust_maydi_v2GB@UMAG_10965@101,UMAG_10965,Usma_0289
p3_t237631_Ust_maydi_v2GB@UMAG_10966@527,UMAG_10966,Usma_0290
p3_t237631_Ust_maydi_v2GB@UMAG_00270@520,UMAG_00270,Usma_0291
p3_t237631_Ust_maydi_v2GB@UMAG_00271@197,UMAG_00271,Usma_0292
p3_t237631_Ust_maydi_v2GB@UMAG_00272@377,UMAG_00272,Usma_0293
p3_t237631_Ust_maydi_v2GB@UMAG_00273@55,UMAG_00273,Usma_0294
p3_t237631_Ust_maydi_v2GB@UMAG_00274@331,UMAG_00274,Usma_0295
p3_t237631_Ust_maydi_v2GB@UMAG_00275@673,UMAG_00275,Usma_0296
p3_t237631_Ust_maydi_v2GB@UMAG_00276@86,UMAG_00276,Usma_0297
p3_t237631_Ust_maydi_v2GB@UMAG_00277@554,UMAG_00277,Usma_0298
p3_t237631_Ust_maydi_v2GB@UMAG_00278@713,UMAG_00278,Usma_0299
p3_t237631_Ust_maydi_v2GB@UMAG_10085@289,UMAG_10085,Usma_0300
p3_t237631_Ust_maydi_v2GB@UMAG_10086@249,UMAG_10086,Usma_0301
p3_t237631_Ust_maydi_v2GB@UMAG_00280@106,UMAG_00280,Usma_0302
p3_t237631_Ust_maydi_v2GB@UMAG_10087@142,UMAG_10087,Usma_0303
p3_t237631_Ust_maydi_v2GB@UMAG_00282@439,UMAG_00282,Usma_0304
p3_t237631_Ust_maydi_v2GB@UMAG_00283@69,UMAG_00283,Usma_0305
p3_t237631_Ust_maydi_v2GB@UMAG_00284@647,UMAG_00284,Usma_0306
p3_t237631_Ust_maydi_v2GB@UMAG_10088@836,UMAG_10088,Usma_0307
p3_t237631_Ust_maydi_v2GB@UMAG_00286@485,UMAG_00286,Usma_0308
p3_t237631_Ust_maydi_v2GB@UMAG_10089@748,UMAG_10089,Usma_0309
